Planet,Title,Authors,Year of Publication,Summary,Length,Goodreads Id,polarity,subjectivity
The Moon,"Farside (The Grand Tour, #20)",Ben Bova,2013,"Six-time Hugo-Award winner Ben Bova presents Farside.Farside, the side of the Moon that never faces Earth, is the ideal location for an astronomical observatory. It is also the setting for a tangled web of politics, personal ambition, love, jealousy, and murder.Telescopes on Earth have detected an Earth-sized planet circling a star some thirty light-years away. Now the race is on to get pictures of that distant world, photographs and spectra that will show whether or not the planet is truly like Earth, and if it bears life.Farside will include the largest optical telescope in the solar system as well as a vast array of radio antennas, the most sensitive radio telescope possible, insulated from the interference of Earth's radio chatter by a thousand kilometers of the Moon's solid body.Building the Farside observatory is a complex, often dangerous task. On the airless surface of the Moon, under constant bombardment of hard radiation and infalling micrometeoroids, builders must work in cumbersome spacesuits and use robotic machines as much as possible. Breakdownsmechanical and emotionalare commonplace. Accidents happen, some of them fatal.What they find stuns everyone, and the human race will never be the same.""Bova's latest novel is one of his best, and a classic use of the old sf theme of humanity reaching out for immortality among the stars.""Booklist (starred review) on Farside",367,15793049,0.126136364,0.528030303
Mercury,Lockstep,Karl Schroeder,2014,"When seventeen-year-old Toby McGonigal finds himself lost in space, separated from his family, he expects his next drift into cold sleep to be his last. After all, the planet hes orbiting is frozen and sunless, and the cities are dead. But when Toby wakes again, hes surprised to discover a thriving planet, a strange and prosperous galaxy, and something stranger stillthat hes been asleep for 14,000 years.Welcome to the Lockstep Empire, where civilization is kept alive by careful hibernation. Here cold sleeps can last decades and waking moments mere weeks. Its citizens survive for millennia, traveling asleep on long voyages between worlds. Not only is Lockstep the new center of the galaxy, but Toby is shocked to learn that the Empire is still ruled by its founding family: his own.Tobys brother Peter has become a terrible tyrant. Suspicious of the return of his long-lost brother, whose rightful inheritance also controls the lockstep hibernation cycles, Peter sees Toby as a threat to his regime. Now, with the help of a lockstep girl named Corva, Toby must survive the forces of this new Empire, outwit his siblings, and save human civilization.Karl Schroeder's Lockstep is a grand innovation in hard SF space opera.",352,17910135,-0.137779974,0.518873518
"The Moon, Ganymede",Outpost on the Moon & Potential Zero,"Joslyn Maxwell, S.J. Byrne",2014,"Armchair Fiction presents extra large editions of classic science fiction double novels. The first novel in this edition is grand old-fashioned space adventure, ""Outpost on the Moon"" by Joslyn Maxwell. George Marland was amazed at Barton Wiley's startling discovery-the creation of a new kind of matter that was able to cancel out the effects of its own gravity. This soon led to Wiley's creation of something even more phenomenal-a revolutionary spacecraft, capable of deep space flight and landing on other planets. It wasn't long before Marland and Wiley were headed toward Earth's nearest celestial neighbor...the moon! But when they landed on the barren Lunar surface they were astonished to find that they were not alone. A secret outpost had been established there by a team of Earth scientists several years earlier. The outpost was headed by perhaps the most brilliant man alive, an odd-looking scientist named Forscher, whose dream to reach out to the other planets would soon become a reality...The second novel is another forgotten gem by veteran sci-fi writer S. J. Byrne, ""Potential Zero."" It had been an amazing event. The Vanyans had journeyed across space and landed their flying saucers right in the middle of Washington, D. C. Their ships had been surrounded by every conceivable piece of weaponry the military had in its possession. But the Vanyans had come bearing generous gifts and knowledge for all of humanity. And the people of Earth, at first, received these interplanetary visitors-and their gifts-with open arms. But as it is with human nature, such a show of unadulterated kindness prompted many toward fear...and distrust...and eventually hatred. Soon men were asking questions: What was behind the Vanyans seemingly unselfish good will? And what would they ask from Earth in return? But the biggest question of all was how would mankind treat their newfound friends from space?",234,20674082,0.16038961,0.447075345
Mars,Children of Mars,Paul G. Day,2014,"When their parents go missing on a routine mission, nine children are left to survive on an often dangerous and unforgiving world. Nineteen year old Freddie, together with her brother Pierre, must ensure the safety and survival of the younger children, whilst also trying to solve the mysterious disappearance of the adults. But Mars holds a secret so devastating, it will shake the foundations of the Red Planet and change the way humanity views the universe.",244,23758977,-0.233333333,0.427777778
Mars,"Dragon Dawn (Dinosaurian Time Travel, #1)",Deborah O'Neill Cordes,2014,"Time snakes between alternate universes. Ever watchful, an alien intelligence survives on Mars, waiting to be found by spacefarers from Earth. The aliens ultimate goal is to send human astronauts back in time, where they will alter the past and thwart the extinction of the dinosaurs. A race of intelligent dinosaurs, resembling the aliens extinct species, subsequently evolves to rule the world. But a human female astronaut, through a strange twist of fate, survives the change in the space-time continuum. After finding herself in a dinosaurian body, she must race against time and the formidable alien to restore the universe to its rightful course. Book One of the Dinosaurian Time Travel Series.Dragon Dawn takes the intriguing plot device of time travel and uses cutting edge science to produce a new spin on the evolution of intelligence. The subject matter blends fields of study the author, Deborah ONeill Cordes, loves in equal measure; she holds a bachelors degree in zoology and a masters degree in history. She offers her readers a window into exotic worlds: lushly beautiful, often terrifying and wholly compelling.",314,20554522,0.00085639,0.467588933
Mars,"Lunar Dust, Martian Sands",Tom Chmielewski,2014,"Ed Ferald, pilot of the tug Cydonia Zach on the Martian-Lunar run, receives orders from his uncle and boss to take an enigmatic woman as his sole passenger on the return to Mars. When an explosion destroys the passenger ship on which the woman originally booked passage, Ed races against time to rescue the survivors. But he soon finds himself ensnared in plots fed by Earth politics and corporations fighting to preserve their profits even if it means putting the survival of the Martian colony at risk. Ed's passenger is at the center of the fight, though on what side he can't tell. He only knows he has to uncover the plot's conspirators to preserve his Martian home - and to keep from being the next one killed.",276,22798417,0.025,0.385714286
Mars,Mars Evacuees (Mars Evacuees #1),Sophia McDougall,2014,"The fact that someone had decided I would be safer on Mars, where you could still only SORT OF breathe the air and SORT OF not get sunburned to death, was a sign that the war with the aliens was not going fantastically well.Id been worried I was about to be told that my mothers spacefighter had been shot down, so when I found out that I was being evacuated to Mars, I was pretty calm.And despite everything that happened to me and my friends afterwards, Id do it all again. because until youve been shot at, pursued by terrifying aliens, taught maths by a laser-shooting robot goldfish and tried to save the galaxy, I dont think you can say that youve really lived.If the sme thing happens to you, this is my advice: ALWAYS CARRY DUCT TAPE.",336,20338840,-0.141111111,0.697777778
Mars,"Orion Connection (The Legends Trilogy, #1)",S. DeGiorgio,2014,"ORION CONNECTION is the first installment in the Legends Trilogy. Inspired by the Face on Mars and the unexplainable technological marvels that predate the rise of Egypt by thousands of years, S DeGiorgio offers an eerily plausible connection between Mars and the rise of modern civilization. This novel is rocket fuel for people seeking answers to the question, Are we alone? Its 2050, Earths resources are nearly gone, and armies guard what precious little remains. As mankind prepares to set foot on Mars, leaders of an ancient society are forced out of the shadows to protect secrets theyve guarded for millennia. Orions crew gets caught in the middle, and on the eve of Earths first manned mission to Mars, unknown adversaries murder four of their own. As the reserve team is pressed into service, fears grow that co-conspirators may be on board. No ones ever gone farther than the moon. Rumor and espionage threaten to tear the crew apart at a time when America cant afford to fail, and they only have each other, elite training, and raw instincts to rely on. Not everyone believes they will make it home. Some even consider them expendableacceptable losses to advance the cause. Control of Mars mineral rights will reestablish Americas position as the leader of the free world. Standing down is not an optionbut were not the only country in the race for the red planet. This story kept me spellbound and on the edge of my seat! I have been reading non-stop all day and just couldnt put it down. Now I have to wait for the next book, which I hope is out soon. If youre looking for great action, science fiction, mystery and a fantastic cast of characters, this is the book you need to read. ~ RW",394,19212783,0.10944691,0.462730112
Mars,"Red Hope: An Adventure Thriller (Red Hope, #1)",John Dreese,2014,"Fossils on Mars? The greatest discovery in history just fell into the lap of embattled President Daggett Jennings. To help him win re-election, the president throws NASA to the wolves with an impossible mission on an impossible timeline. Find out how a group of ragtag astronauts uses a breakthrough in rocket technology to make it all come together. Humanity may be going to Mars, but will the people who come back ever feel human again?",250,36324854,0.077777778,0.583333333
Mars,"Red Rising (Red Rising, #1)",Pierce Brown,2014,"I live for the dream that my children will be born free, she says. ""That they will be what they like. That they will own the land their father gave them.""""I live for you,"" I say sadly.Eo kisses my cheek. ""Then you must live for more.""Darrow is a Red, a member of the lowest caste in the color-coded society of the future. Like his fellow Reds, he works all day, believing that he and his people are making the surface of Mars livable for future generations.Yet he spends his life willingly, knowing that his blood and sweat will one day result in a better world for his children.But Darrow and his kind have been betrayed. Soon he discovers that humanity already reached the surface generations ago. Vast cities and sprawling parks spread across the planet. Darrowand Reds like himare nothing more than slaves to a decadent ruling class.Inspired by a longing for justice, and driven by the memory of lost love, Darrow sacrifices everything to infiltrate the legendary Institute, a proving ground for the dominant Gold caste, where the next generation of humanity's overlords struggle for power. He will be forced to compete for his life and the very future of civilization against the best and most brutal of Society's ruling class. There, he will stop at nothing to bring down his enemies... even if it means he has to become one of them to do so.",382,15839976,0.236023276,0.510929952
Mars,Rescue Mode,"Ben Bova, Les Johnson",2014,"Gritty and scientifically accurate sciencefiction adventure from New York Timesbest-selling authorBen Bova and NASA space scientist Les Johnson.The first human mission to Mars meets with near-disaster when a meteoroid strikes the spacecraft, almost destroying it. The ship is too far from Earth to simply turn around and return home. The eight-person crew must ride their crippled ship to Mars while they desperately struggle to survive.On Earth, powerful political forces that oppose human spaceflight try to use the accident as proof that sending humans into space is too dangerous to continue. The whole human space flight programhangs in the balance. And if the astronauts cant nurse their ship to Mars and back, the voyagers will become either the first Martian colonistsor the first humans to perish on another planet.About Mars, Inc.:""The Hugo winner returns to his most popular subject: the quest for Mars.""Publishers WeeklyAbout the award winning novels of Ben Bova: Technically accurate and absorbing . . .Kirkus [Bova is] the science fiction author who will have the greatest effect on the world.Ray Bradbury  A masterful storytellerVector Gives a good read while turning your eyes to what might be in the not so distant future, just like Clarke and Asimov used to do so well.SFX",432,20742785,0.173989899,0.514556277
Mars,"The Long Mars (The Long Earth, #3)","Terry Pratchett, Stephen Baxter",2014,"The third novel in Terry Pratchett and Stephen Baxters Long Earth series, which Io9 calls a brilliant science fiction collaboration.2040-2045: In the years after the cataclysmic Yellowstone eruption there is massive economic dislocation as populations flee Datum Earth to myriad Long Earth worlds. Sally, Joshua, and Lobsang are all involved in this perilous rescue work when, out of the blue, Sally is contacted by her long-vanished father and inventor of the original Stepper device, Willis Linsay. He tells her he is planning a fantastic voyage across the Long Mars and wants her to accompany him. But Sally soon learns that Willis has an ulterior motive for his request. . . .Meanwhile U. S. Navy Commander Maggie Kauffman has embarked on an incredible journey of her own, leading an expedition to the outer limits of the far Long Earth.For Joshua, the crisis he faces is much closer to home. He becomes embroiled in the plight of the Next: the super-bright post-humans who are beginning to emerge from their long childhood in the community called Happy Landings, located deep in the Long Earth. Ignorance and fear have caused normal human society to turn against the Next. A dramatic showdown seems inevitable. . . .",361,18586487,0.175,0.522988506
Mars,The Revolutions,Felix Gilman,2014,"Following in the fine tradition of Felix Gilmans spectacularly reviewed Half Made World comes a sweeping tale of Victorian science fiction, space exploration, and planetary romance.In 1893 a storm sweeps through London, while Arthur Shawa young astronomer with a side career writing fictionis at work in British Museum Reading Room. The storm wreaks unprecedented damage throughout London. Its aftermath of the storm Arthurs prime literary market closes, owing him money, and all his debts come due at once. His fiance Jo takes a job as a stenographer for some of the fashionable spiritualist and occult societies of fin de sicle London society. Meanwhile, Arthur deciphers an encoded newspaper ad seeking able young men. It seems to be a clerking job doing accounting work, but the mysterious head man Mr. Gacewell offers Arthur a starting position at a salary many times what any clerk could expect. The work is long and peculiar, and the men spend all day performing unnerving calculations that make them hallucinate or even go mad...but the salary is compelling.Things are beginning to look up when the wages of dabbling in the esoteric suddenly come due: a war breaks out between competing magical societies, and Arthur interrupts Jo in the middle of an elaborate occult exploration. This rash move turns out to be dire, as Jos consciousness is stranded at the outer limits of the occultists psychic day trip. Which, Arthur is chagrinned",413,17910133,0.169047619,0.44484127
Mars,Mars Bound,S. E. Byron,2014,"I left Earth for a reason, I just donâ€™t remember what it is. My mind is so dull, thanks to this nasty case of stasis fog. Serves me right for waking myself up in a hacked hibernation pod without a doctor present.  Wasnâ€™t I a doctor? Did I hack the pod? Something to all thatâ€_  So, here I am, in Mars orbit, hiding in a spaceport, hoping I can avoid people â€“ colonists, pirates, hackers. I do not want to be forced onto Martian soil. That much I do know.  But why?  What else? Oh yeah. How could I forget? Him. My captor. The moron caught me without a fight. I must really be fogged out of mind to have let a guy with a terminal parasitic infection like the Martian Itch sneak up on me.  Itâ€™s like I didnâ€™t have a choice.  Still, I feel sorry for him. He didnâ€™t get a say in his fate either. No one asks to get the Itch. It gets in the brain, reprograms its victims, causes an unbearable urge to reach Mars. Even if it means killing to do so. And whatâ€™s the reward for abandoning your life and following the Itchâ€™s orders? You get to die spewing its spores all over Mars, so the cycle can start again.  I really donâ€™t want to be on this guyâ€™s leash when that happens to him. Must escape before he bolts for the surface, or my mission here is-  I have a mission?  Well then, thanks, Itch, for making my mission a disaster. Whatever it is. Hard to believe, that without you, the Mars colony canâ€™t survive.  They canâ€™t live without it. Something to thatâ€_",55,22911225,-0.110078463,0.39858631
Mars,"The Causal Angel (Jean le Flambeur, #3)",Hannu Rajaniemi,2014,"With his infectious love of storytelling in all its forms, his rich characterisation and his unrivalled grasp of thrillingly bizarre cutting-edge science Hannu Rajaniemi has swiftly set a new benchmark for SF in the 21st century. And now with his third novel he completes the tale of his gentleman rogue, the many lives and minds of Jean de Flambeur.Influenced as much by the fin de siecle novels of Maurice leBlanc as he is by the greats of SF Rajaniemi weaves, intricate, warm capers through dazzling science, extraordinary visions of wild future and deep conjecture on the nature of reality and story.And now we find out what will happen to Jean, his employer Mieli, the independently minded ship Perhonen and the rest of a fractured and diverse humanity flung through the solar system.",292,18190723,0.205918561,0.478409091
Mars,"Macaque Attack! (Ack-Ack Macaque, #3)",Gareth L. Powell,2014,"The Spitfire pilot monkey Ack-Ack Macaque faces a world on the brink in this adventure, the conclusion to his astonishing trilogy. In the thrilling conclusion of the Macaque Trilogy, the dangerous but charismatic Ack-Ack Macaque finds himself leading a dimension-hopping army of angry monkeys, facing an invading horde of implacable killer androids, and confronting the one challenge for which he was never prepared: impending fatherhood! Meanwhile, former journalist Victoria Valois fights to save the electronic ghost of her dead husband and reclaim his stolen soul from the sands of Mars.",428,21412104,-0.0125,0.6625
"Venus, Mars",Your Call Is Important To Us (Bunker #2),Adam Wasserman,2014,"Welcome (back) to the Bunker, an orderly, underground utopia where everyone's needs have been satisfied.Barney Max is a trustworthy citizen with an impeccable record of achievement. Having attained two promotions to Delta clearance, he has every reason to expect he'll advance higher up the ladder. After all, the Bunker is the perfect place to live. Overseen by Control, a fatherly (if at times overzealous) computer, only the worthy make it to the top while the social deviants are mercilessly weeded out.But one daystretch on his way to Mars for an interplanetary conference, he finds himself added to the Thousand Most Wanted List. For no apparent reason at all. And he's allowed to walk free.Thus begins Barney Max's unexpected and entirely unwelcome journey. Deprived of his daily comforts, chased by a persistent headache (not to mention armed guardians from Defense, a secret society of vengeful cybots, and an angry mob of former employees), he is forced to confront a reality he has struggled his whole life to deny.The second in the Bunker series of sci-fi adventure novels, Your Call Is Important To Us can be read independently, although it is best enjoyed in the company of its predecessor, Thank You For Your Cooperation.",232,22370058,0.176078089,0.542948718
Mars,Across the Zodiac: The Story of a Wrecked Record,Percy Greg,2015,"Action packed, early science fiction filled with romance, political intrigue and astounding prescience!This classic novel by Percy Gregg recounts a tale of manned flight to Mars in the year 1830. The unnamed hero has just invented a propulsion engine using apergy a mysterious source of energy. Since childhood his one ambition has been to explore the vastness of space, his life-long obsession to visit distant planets. What exotic and wondrous treasures might those worlds hold? And will their inhabitants be anything like us?He resolves to create a spacecraft and visit the closest of the planets, Mars. When he arrives, he not only discovers that there is indeed life on The Red Planet, but that it is terrifyingly familiar. . . Across the Zodiac is a seminal spaceship novel it may, in fact, be the tale that spawned every future novel involving spaceships.",612,25683464,0.149404762,0.495833333
Europa,Armada,Ernest Cline,2015,"Zack Lightman has spent his life dreaming. Dreaming that the real world could be a little more like the countless science-fiction books, movies, and videogames hes spent his life consuming. Dreaming that one day, some fantastic, world-altering event will shatter the monotony of his humdrum existence and whisk him off on some grand space-faring adventure.But hey, theres nothing wrong with a little escapism, right? After all, Zack tells himself, he knows the difference between fantasy and reality. He knows that here in the real world, aimless teenage gamers with anger issues dont get chosen to save the universe.And then he sees the flying saucer.Even stranger, the alien ship hes staring at is straight out of the videogame he plays every night, a hugely popular online flight simulator called Armadain which gamers just happen to be protecting the earth from alien invaders. No, Zack hasnt lost his mind. As impossible as it seems, what hes seeing is all too real. And his skillsas well as those of millions of gamers across the worldare going to be needed to save the earth from whats about to befall it.Its Zacks chance, at last, to play the hero. But even through the terror and exhilaration, he cant help thinking back to all those science-fiction stories he grew up with, and wondering: Doesnt something about this scenario seem a littlefamiliar?At once gleefully embracing and brilliantly subverting science-fiction conventions as only Ernest Cline could, Armada is a rollicking, surprising thriller, a classic coming of age adventure, and an alien invasion tale like nothing youve ever read beforeone whose every page is infused with the pop-culture savvy that has helped make Ready Player One a phenomenon.",349,16278318,0.066454082,0.514965986
Titan,Higher Reality (Science Fiction Adventure),Alexander Janzer,2015,"What would you do if you discovered a higher reality beyond this one? Jac and Alice didn't expect that opening their Third Eye would put them in great danger. As they travel through the Solar System and the higher worlds, they need to use all their wits just to stay alive. Without really meaning to, they begin to uncover age-old mysteries â€“ and cannot help but wonder: How deep does this rabbit hole really go?   Tags: astral travel, higher dimensions, Alice in Wonderland, succubus, Robert Monroe, Nordic aliens, Akashic Records, Ceres, Mars, asteroid belt, Titan colonization",235,26010634,0.215,0.365
"Ganymede, Pluto",Inherit the Stars (Inherit the Stars #1),Tessa Elwood,2015,"Three royal houses ruling three interplanetary systems are on the brink of collapse, and they must either ally together or tear each other apart in order for their people to survive.Asa is the youngest daughter of the house of Fane, which has been fighting a devastating food and energy crisis for far too long. She thinks she can save her familys livelihood by posing as her oldest sister in an arranged marriage with Eagle, the heir to the throne of the house of Westlet. The appearance of her mother, a traitor who defected to the house of Galton, adds fuel to the fire, while Asa also tries to save her sister Wren's life . . . possibly from the hands of their own father.But as Asa and Eagle forge a genuine bond, will secrets from the past and the urgent needs of their people in the present keep them divided?",304,25463009,-0.0425,0.5925
Titan,On the Shores of Titan's Farthest Sea,Michael Carroll,2015,"Titan is practically a planet in its own right, with a diameter similar to that of Mercury, methane rainstorms, organic soot and ethane seas. All of the most detailed knowledge on the moon's geology, volcanology, meteorology, marine sciences and chemistry are gathered together here to paint a factually accurate hypothetical future of early human colonization on this strange world.The views from Titans Mayda Outpost are spectacular, but all is not well at the moon's remote science base. On the shore of a methane sea beneath glowering skies, atmospherics researcher Abigail Marco finds herself in the middle of murder, piracy and colleagues who seem to be seeing sea monsters and dead people from the past. On the Shores of Titans Farthest Sea provides thrills, excitement and mystery couched in the latest science on one of the Solar Systems most bizarre worlds, Saturns huge moon Titan.",254,25371617,0.164285714,0.507202381
Saturn,Saturn Run,"John Sandford, Ctein",2015,"The year is 2066. A Caltech intern inadvertently notices an anomaly from a space telescopesomething is approaching Saturn, and decelerating. Space objects dont decelerate. Spaceships do.A flurry of top-level government meetings produces the inescapable conclusion: Whatever built that ship is at least one hundred years ahead in hard and soft technology, and whoever can get their hands on it exclusively and bring it back will have an advantage so large, no other nation can compete. A conclusion the Chinese definitely agree with when they find out.The race is on, and an remarkable adventure beginsan epic tale of courage, treachery, resourcefulness, secrets, surprises, and astonishing human and technological discovery, as the members of a hastily thrown-together crew find their strength and wits tested against adversaries both of this earth and beyond. What happens is nothing like you expectand everything you could want from one of the worlds greatest masters of suspense.",486,24611668,0.175674603,0.423015873
Titan,Titan Mine (Arosil #2),B.L. Alley,2015,"You never know who may be out there.Mining methane is a difficult process even when conditions are ideal, but when it has to be done on another world the challenge increases exponentially. The members of a mining crew have just completed construction of a new facility on the Saturn moon Titan, but shortly after they begin collecting the methane a discovery is made while mapping the surface. An expedition is sent to locate and identify the mysterious object, but what they find instead is a conspiracy that could not only lead to the destruction of mankind, but of all life on Earth.With a final desperate act they attempt to reveal the truth behind the object's existence before it's too late.",302,25419972,-0.076363636,0.805454545
Uranus,Uranian Gleams,Robert Gibson,2015,"The seventh planet of our Solar System â€“ unveiled in its true self: no lifeless gas giant but an ice giant, a vast solid world of limitless adventure, scintillating with variety, the epic sagas, the complexity and depth of 1,200,000 years of recorded historyâ€_   Olaf Stapledon crossed with Edgar Rice Burroughs   Planetary romance raised to the nth power... ",411,26208053,0.075,0.691666667
Mars,Ephialtes (Ephialtes Trilogy #1),Gavin E. Parker,2015,"In 2241 the dominant superpower on Earth, the USAN, successfully concludes the fourth world war. The nation breathes a sigh of relief and looks forward to the resumption of elections.Across the solar system the leading industrialist in the USANs small colony on Mars is thinking about independence. When the Martian population votes in favour Mars secedes from the union.It seems to be a fait accompli until its suggested that a massive dropship carrying spacecraft, Ephialtes, built to patrol the Earth, could be refitted for interplanetary spaceflight. Maybe the USAN could use its military might to persuade the colonists to reconsider.With an enormous instrument war of heading toward them the Martians resolve to defend their independence. Limited resources force them to rely on wit and ingenuity as they prepare their defences. Can they prevail against the mighty Ephialtes?Political intrigue, heart-pounding action and page-turning drama abound in this gripping opening to the Ephialtes Trilogy.Alternate cover edition. Original ISBN: 151513573XOriginal ISBN13: 9781515135739",470,28954329,0.141964286,0.528571429
Mars,"Fourth World (Iamos Trilogy, #1)",Lyssa Chiavari,2015,"IAMOS, S.C.D. 8378Nadin's planet is dying. As its atmosphere drains away, her people are forced to live huddled in domed cities for protection. With only enough resources to support the population for one more year, time is running out. Nadin thinks she's found a way to save Iamos, but it will mean defying the planet's rulers, the geroiand betraying the geroi could cost her everything.When a strange boy from another world appears out of nowhere outside the citidome's glass walls, Nadin knows for sure that her plan will work. But to build the device that can save her people, Nadin must first find the legendary city of Elytherios. And to do that, she'll need the help of the mysterious alien boy named Isaak.MARS, 2073 C.E.All Isaak wanted was to get through his senior year at the Academy in one piece. Everything would have been fine if he hadn't found that ancient coin among his missing father's possessions. The coin seems to have a strange connection not only to Isaak's family, but to Mars' ancient past.But how is that possible, on a planet that was supposed to be dead until just forty years ago?Now Isaak's got agents of the Earth's government on his tail and a deranged factory worker stalking his every move. Everyone is desperate to get their hands on something called the Key. And the only way to escape is to unlock an even bigger secret, one that could change his lifeand the fate of Marsforever.",317,25555364,0.018355429,0.619155093
Mars,"Golden Son (Red Rising, #2)",Pierce Brown,2015,"With shades of The Hunger Games, Enders Game, and Game of Thrones, debut author Pierce Browns genre-defying epic Red Rising hit the ground running and wasted no time becoming a sensation.Golden Son continues the stunning saga of Darrow, a rebel forged by tragedy, battling to lead his oppressed people to freedom from the overlords of a brutal elitist future built on lies. Now fully embedded among the Gold ruling class, Darrow continues his work to bring down Society from within.A life-or-death tale of vengeance with an unforgettable hero at its heart, Golden Son guarantees Pierce Browns continuing status as one of fictions most exciting new voices.",430,18966819,0.070387205,0.51456229
"Venus, Mars","Poseidon's Wake (Poseidon's Children, #3)",Alastair Reynolds,2015,"This novel is a stand-alone story which takes two extraordinary characters and follows them as they, independently, begin to unravel some of the greatest mysteries of our universe.Their missions are dangerous, and they are all venturing into the unknown ... and if they can uncover the secret to faster-than-light travel then new worlds will be at our fingertips.",598,21097454,0.096212121,0.684943182
"The Moon, Mercury",The Luna Deception (The Solarian War Trilogy #1),Felix R. Savage,2015,"Who said geeks can't fight?In the year 2288, John Mendoza is a data analyst stuck in a boring job on the Moon. His life changes when he's recruited by a group of rich visionaries to fight humanity's nemesis, an AI based on Mars. But soon he discovers a seamy underside to the plot. They're targeting Mercury for its rich resources and the woman Mendoza loves, Elfrida Goto, is there.Mendoza risks his life to rescue Elfrida, but their relationship buckles as he's sucked into the struggle for the soul of humanity. The plotters intend to wage war on Mars, where humanitys nemesis has its stronghold. And they have a new use for Mendoza. But theres a fatal flaw in their plans, which endangers humanity's flagship colony on the Moon.Will quick thinking save Mendoza or are he and Elfrida doomed to perish in an atrocious act of genocide?The Luna Deception is the first novel in the Solarian War trilogy, Volume II of the Sol System Renegades series, an epic science fiction adventure that reviewers are calling a new classic in the space opera genre. The Sol System Renegades series in chronological order:Keep Off The Grass (short origin story)Crapkiller (prequel novella)The Elfrida Goto Trilogy 1. The Galapagos Incident 2. The Vesta Conspiracy 3. The Mercury RebellionA Very Merry Zero-Gravity Christmas (short story)The Solarian War Trilogy 1. The Luna Deception 2. The Phobos Maneuver 3. The Mars ShockThe Callisto Gambit (the final novel in the series)",420,26261479,0.024848485,0.513939394
Mercury,"The Mercury Rebellion (The Elfrida Goto Trilogy, #3)",Felix R. Savage,2015,"She's got the job from hell ... on a planet that's hotter than hell.In the year 2287, Mercury is the factory of the solar system. After her bruising experiences in the asteroid belt, Space Corps agent Elfrida Goto is looking forward to a secure job in Human Resources. But she's soon swept up in an election that could lead to the evacuation of the planet's colonists. Elfrida is torn between doing her job and supporting the colonists, who've built a vibrant underground world. When violence threatens, Elfrida turns for help to a reclusive local corporation ... that's hiding a big secret.An alliance with criminals seems like a small price to pay, but it's not enough to stop the corrupt outsiders who would steal the election. Now the price of peace will be even higher. As violence sweeps over Mercury, Elfrida confronts the evil power that would drive humanity out of space forever. And on a planet where sunlight itself is fatal, she has zero room for error.The Mercury Rebellion is the third novel in the Elfrida Goto Trilogy, Volume I of the Sol System Renegades series, an epic science fiction adventure that reviewers are calling a new classic in the space opera genre.The Sol System Renegades series in chronological order:Keep Off The Grass (short origin story)Crapkiller (prequel novella)The Elfrida Goto Trilogy 1. The Galapagos Incident 2. The Vesta Conspiracy 3. The Mercury RebellionA Very Merry Zero-Gravity Christmas (short story)The Solarian War Trilogy 1. The Luna Deception 2. The Phobos Maneuver 3. The Mars ShockThe Callisto Gambit (the final novel in the series)",357,25117282,-0.004015152,0.385227273
Venus,Can I Be Of Some Assistance (Bunker #3),Adam Wasserman,2016,"Welcome (back again) to the Bunker, an orderly, underground utopia where everyone's needs have been satisfied. Angolina Reeves is a simple Ward of the State. In a yearstretch's time, she expects to graduate and become a full-fledged citizen. She will work hard, stay loyal, and if she's lucky one daystretch make it all the way to Alpha clearance. But in the Bunker a utopian dreamland disaster is never far away. And when it strikes, she finds herself trapped out in the dark. And so, together with an unhygienic smack addict by the name of Finian Flanagan and a mysterious stranger from the outside, she sets out to find her way back to civilization. Needled, cajoled, ramrodded, tormented, and bullied, Angolina is forced to contend with adults and in the process become one herself. But time is running out. For it isn't just cold and hunger that threaten her fragile innocence. Branded a traitor by Control, the Bunker's vast and all-knowing overseer, she must somehow redeem herself before it's too late.",299,33803263,0.022368421,0.56660401
Mars,"Arabella of Mars (Adventures of Arabella Ashby, #1)",David D. Levine,2016,"Ever since Newton witnessed a bubble rising from his bathtub, mankind has sought the stars. When William III of England commissioned Capt. William Kidd to command the first expedition to Mars in the late 1600s, they proved that space travel was both possible and profitable. Now, one century later, a plantation in the flourishing British colony on Mars is home to Arabella Ashby. A tomboy who shares her father's deft hand with complex automatons. Being raised on the Martian frontier by her Martian nanny, Arabella is more a wild child than a proper young lady. Something her mother plans to remedy with a move to an exotic world Arabella has never seen: London, England. Arabella soon finds herself trying to navigate an alien world until a dramatic change in her family's circumstances forces her to defy all conventions in order to return to Mars in order to save both her brother and the plantation. To do this, Arabella must pass as a boy on the Diana, a ship serving the Mars Trading Company with a mysterious Indian captain who is intrigued by her knack with automatons. Arabella must weather the naval war between Britain and France, learning how to sail, and a mutinous crew if she hopes to save her brother from certain death.",320,25615226,0.061309524,0.534672619
